evals, dtw
51, 0.015669241398701694
52, 0.015669241398701694
53, 0.015669241398701694
54, 0.015669241398701694
55, 0.015669241398701694
56, 0.015669241398701694
57, 0.01055612461839409
58, 0.01055612461839409
59, 0.01055612461839409
61, 0.01055612461839409
62, 0.01055612461839409
63, 0.01055612461839409
65, 0.013737246506570388
66, 0.013737246506570388
67, 0.013737246506570388
68, 0.013737246506570388
69, 0.013737246506570388
71, 0.013737246506570388
72, 0.013737246506570388
73, 0.013737246506570388
74, 0.013737246506570388
75, 0.013737246506570388
76, 0.013737246506570388
77, 0.013737246506570388
78, 0.013737246506570388
79, 0.013737246506570388
80, 0.013737246506570388
81, 0.013737246506570388
82, 0.005814884035334627
83, 0.005814884035334627
84, 0.005814884035334627
85, 0.005814884035334627
86, 0.005814884035334627
87, 0.005814884035334627
89, 0.005814884035334627
90, 0.005814884035334627
92, 0.005814884035334627
93, 0.005814884035334627
94, 0.005814884035334627
95, 0.005814884035334627
96, 0.005814884035334627
97, 0.005814884035334627
98, 0.005814884035334627
99, 0.005814884035334627
100, 0.005814884035334627
101, 0.005814884035334627
102, 0.005814884035334627
104, 0.005814884035334627
105, 0.005814884035334627
106, 0.005814884035334627
107, 0.005814884035334627
108, 0.005814884035334627
109, 0.005814884035334627
111, 0.005814884035334627
112, 0.005814884035334627
113, 0.005814884035334627
115, 0.005814884035334627
116, 0.005814884035334627
117, 0.005814884035334627
118, 0.005814884035334627
119, 0.005814884035334627
120, 0.005814884035334627
121, 0.005814884035334627
122, 0.005814884035334627
123, 0.005814884035334627
124, 0.005814884035334627
125, 0.005814884035334627
126, 0.005814884035334627
127, 0.005814884035334627
128, 0.005814884035334627
129, 0.005814884035334627
130, 0.005814884035334627
131, 0.005814884035334627
132, 0.005814884035334627
133, 0.005814884035334627
134, 0.005814884035334627
135, 0.005814884035334627
136, 0.005814884035334627
137, 0.005814884035334627
138, 0.005814884035334627
139, 0.005814884035334627
140, 0.005814884035334627
141, 0.005814884035334627
142, 0.005814884035334627
143, 0.005814884035334627
144, 0.005814884035334627
145, 0.005814884035334627
146, 0.005814884035334627
147, 0.005814884035334627
148, 0.005814884035334627
149, 0.005814884035334627
150, 0.005814884035334627
151, 0.005814884035334627
152, 0.005814884035334627
154, 0.005814884035334627
155, 0.005814884035334627
156, 0.005814884035334627
157, 0.005814884035334627
158, 0.005814884035334627
159, 0.005814884035334627
160, 0.005814884035334627
161, 0.005814884035334627
162, 0.005814884035334627
163, 0.005814884035334627
164, 0.005814884035334627
165, 0.005814884035334627
166, 0.005814884035334627
167, 0.005814884035334627
168, 0.005814884035334627
169, 0.005814884035334627
170, 0.005814884035334627
171, 0.005814884035334627
172, 0.005814884035334627
173, 0.005814884035334627
174, 0.005814884035334627
175, 0.005814884035334627
176, 0.005814884035334627
177, 0.005814884035334627
178, 0.005814884035334627
179, 0.005814884035334627
180, 0.005814884035334627
181, 0.005814884035334627
182, 0.005814884035334627
184, 0.005814884035334627
185, 0.005814884035334627
186, 0.005814884035334627
187, 0.005814884035334627
188, 0.005814884035334627
190, 0.005814884035334627
191, 0.005814884035334627
192, 0.005814884035334627
193, 0.005814884035334627
194, 0.005814884035334627
195, 0.005814884035334627
197, 0.005814884035334627
198, 0.005814884035334627
199, 0.005814884035334627
200, 0.005814884035334627
201, 0.009893909056314622
202, 0.009893909056314622
203, 0.009893909056314622
205, 0.009893909056314622
206, 0.009893909056314622
207, 0.009893909056314622
208, 0.009893909056314622
209, 0.009893909056314622
210, 0.009893909056314622
211, 0.009893909056314622
212, 0.009893909056314622
213, 0.009893909056314622
214, 0.009893909056314622
215, 0.009893909056314622
216, 0.009893909056314622
217, 0.009893909056314622
218, 0.009893909056314622
219, 0.009893909056314622
221, 0.009893909056314622
222, 0.009893909056314622
223, 0.009893909056314622
224, 0.009893909056314622
225, 0.009893909056314622
226, 0.009893909056314622
228, 0.009893909056314622
229, 0.009893909056314622
230, 0.009893909056314622
231, 0.009893909056314622
232, 0.009893909056314622
233, 0.009893909056314622
235, 0.009893909056314622
236, 0.009893909056314622
237, 0.009893909056314622
238, 0.009893909056314622
240, 0.009893909056314622
241, 0.009893909056314622
242, 0.009893909056314622
243, 0.009893909056314622
244, 0.009893909056314622
245, 0.009893909056314622
246, 0.009893909056314622
247, 0.009893909056314622
248, 0.009893909056314622
249, 0.009893909056314622
250, 0.009893909056314622
252, 0.004761404902462999
253, 0.004761404902462999
254, 0.004761404902462999
255, 0.004761404902462999
256, 0.004761404902462999
257, 0.004761404902462999
258, 0.004761404902462999
259, 0.004761404902462999
260, 0.004761404902462999
262, 0.004761404902462999
263, 0.004761404902462999
264, 0.004761404902462999
265, 0.004761404902462999
267, 0.004761404902462999
268, 0.004761404902462999
269, 0.004761404902462999
270, 0.004761404902462999
271, 0.004761404902462999
272, 0.004761404902462999
273, 0.004761404902462999
274, 0.004761404902462999
275, 0.004761404902462999
277, 0.004761404902462999
278, 0.004761404902462999
279, 0.004761404902462999
281, 0.004761404902462999
282, 0.004761404902462999
283, 0.004761404902462999
285, 0.004761404902462999
286, 0.004761404902462999
287, 0.004761404902462999
288, 0.004761404902462999
289, 0.004761404902462999
290, 0.004761404902462999
292, 0.004761404902462999
293, 0.004761404902462999
294, 0.004761404902462999
295, 0.004761404902462999
296, 0.004761404902462999
297, 0.004761404902462999
298, 0.004761404902462999
299, 0.004761404902462999
300, 0.004761404902462999
301, 0.004761404902462999
302, 0.004761404902462999
303, 0.004761404902462999
304, 0.004761404902462999
305, 0.004761404902462999
306, 0.004761404902462999
307, 0.004761404902462999
309, 0.004761404902462999
311, 0.004761404902462999
313, 0.004761404902462999
314, 0.004761404902462999
315, 0.004761404902462999
316, 0.004761404902462999
317, 0.004761404902462999
318, 0.004761404902462999
319, 0.004761404902462999
320, 0.004761404902462999
322, 0.004761404902462999
323, 0.004761404902462999
324, 0.004761404902462999
325, 0.004761404902462999
326, 0.004761404902462999
327, 0.004761404902462999
329, 0.004761404902462999
331, 0.004761404902462999
333, 0.004761404902462999
334, 0.004761404902462999
335, 0.004761404902462999
337, 0.004761404902462999
339, 0.004761404902462999
341, 0.004761404902462999
343, 0.004761404902462999
344, 0.004761404902462999
345, 0.004761404902462999
347, 0.00871663882584146
348, 0.00871663882584146
349, 0.00871663882584146
351, 0.00871663882584146
352, 0.00871663882584146
354, 0.00871663882584146
356, 0.00871663882584146
357, 0.00871663882584146
359, 0.00871663882584146
361, 0.00871663882584146
362, 0.00871663882584146
363, 0.00871663882584146
364, 0.00871663882584146
365, 0.00871663882584146
367, 0.00871663882584146
368, 0.00871663882584146
369, 0.00871663882584146
371, 0.00871663882584146
372, 0.00871663882584146
373, 0.00871663882584146
375, 0.00871663882584146
377, 0.00871663882584146
378, 0.00871663882584146
379, 0.00871663882584146
381, 0.00871663882584146
382, 0.00871663882584146
383, 0.00871663882584146
384, 0.004189721008590936
385, 0.004189721008590936
386, 0.004189721008590936
387, 0.004189721008590936
388, 0.004189721008590936
389, 0.004189721008590936
391, 0.004189721008590936
392, 0.004189721008590936
393, 0.004189721008590936
394, 0.004189721008590936
395, 0.004189721008590936
396, 0.004189721008590936
397, 0.004189721008590936
398, 0.004189721008590936
399, 0.004189721008590936
400, 0.004189721008590936
401, 0.004189721008590936
402, 0.004189721008590936
403, 0.004189721008590936
404, 0.004189721008590936
405, 0.004189721008590936
407, 0.004189721008590936
408, 0.004189721008590936
409, 0.004189721008590936
410, 0.004189721008590936
411, 0.0041295999574576065
412, 0.0041295999574576065
414, 0.0041295999574576065
416, 0.0041295999574576065
417, 0.0041295999574576065
418, 0.0041295999574576065
420, 0.0041295999574576065
421, 0.0041295999574576065
423, 0.0041295999574576065
424, 0.0041295999574576065
425, 0.0041295999574576065
426, 0.0041295999574576065
427, 0.0041295999574576065
428, 0.0041295999574576065
429, 0.0041295999574576065
430, 0.0041295999574576065
431, 0.0041295999574576065
432, 0.0041295999574576065
433, 0.0041295999574576065
434, 0.0041295999574576065
435, 0.0041295999574576065
436, 0.0041295999574576065
437, 0.0041295999574576065
438, 0.0041295999574576065
439, 0.0041295999574576065
441, 0.0041295999574576065
442, 0.0041295999574576065
443, 0.0041295999574576065
444, 0.0041295999574576065
445, 0.0041295999574576065
446, 0.0041295999574576065
447, 0.0041295999574576065
448, 0.0041295999574576065
449, 0.0041295999574576065
450, 0.0041295999574576065
452, 0.008144153511919092
453, 0.008144153511919092
454, 0.008144153511919092
455, 0.008144153511919092
456, 0.008144153511919092
457, 0.008144153511919092
458, 0.008144153511919092
459, 0.008144153511919092
460, 0.008144153511919092
461, 0.008144153511919092
462, 0.008144153511919092
463, 0.008144153511919092
464, 0.008144153511919092
465, 0.008144153511919092
466, 0.008144153511919092
467, 0.008144153511919092
468, 0.008144153511919092
469, 0.008144153511919092
470, 0.008144153511919092
471, 0.008144153511919092
472, 0.008144153511919092
473, 0.008144153511919092
474, 0.008144153511919092
476, 0.008144153511919092
477, 0.008144153511919092
478, 0.008144153511919092
479, 0.008144153511919092
480, 0.008144153511919092
481, 0.008144153511919092
482, 0.008144153511919092
483, 0.008144153511919092
485, 0.008144153511919092
486, 0.008144153511919092
487, 0.008144153511919092
489, 0.008144153511919092
490, 0.008144153511919092
491, 0.008144153511919092
492, 0.008144153511919092
493, 0.008144153511919092
494, 0.008144153511919092
495, 0.008144153511919092
496, 0.008144153511919092
497, 0.008144153511919092
498, 0.008144153511919092
499, 0.008144153511919092
501, 0.008144153511919092
