evals, mean, best, worst, success num
5, 2.5595540818573803, 1.4793197451013895, 3.5516648735424767, 0
7, 1.9412252579707705, 0.04888899994752543, 3.9999999999999996, 1
11, 1.9412252579707705, 0.04888899994752543, 3.9999999999999996, 1
15, 1.9412252579707705, 0.04888899994752543, 3.9999999999999996, 1
19, 1.9412252579707705, 0.04888899994752543, 3.9999999999999996, 1
23, 1.9412252579707705, 0.04888899994752543, 3.9999999999999996, 1
27, 1.9412252579707705, 0.04888899994752543, 3.9999999999999996, 1
31, 1.9412252579707705, 0.04888899994752543, 3.9999999999999996, 1
35, 1.9412252579707705, 0.04888899994752543, 3.9999999999999996, 1
36, 1.9410924173546444, 0.052732666221747306, 3.9999999999999996, 1
40, 1.9410924173546444, 0.052732666221747306, 3.9999999999999996, 1
44, 1.9410924173546444, 0.052732666221747306, 3.9999999999999996, 1
45, 1.9399692232976733, 0.07074921145665225, 3.9999999999999996, 1
47, 1.9394837147123858, 0.02212726138832813, 3.9999999999999996, 1
51, 1.9394837147123858, 0.02212726138832813, 3.9999999999999996, 1
55, 1.9394837147123858, 0.02212726138832813, 3.9999999999999996, 1
59, 1.9394837147123858, 0.02212726138832813, 3.9999999999999996, 1
63, 1.9394837147123858, 0.02212726138832813, 3.9999999999999996, 1
64, 1.9393019052986324, 0.035087438187935534, 3.9999999999999996, 1
65, 1.9386879550314007, 0.08030622451344599, 3.9999999999999996, 0
67, 1.9385564029368934, 0.06486440730479877, 3.9999999999999996, 1
71, 1.9385564029368934, 0.06486440730479877, 3.9999999999999996, 1
74, 1.9383371140938108, 0.045045474284881606, 3.9999999999999996, 1
78, 1.9383371140938108, 0.045045474284881606, 3.9999999999999996, 1
82, 1.9380324958167443, 0.10114238314362567, 3.9999999999999996, 0
86, 1.9380324958167443, 0.10114238314362567, 3.9999999999999996, 0
90, 1.9380324958167443, 0.10114238314362567, 3.9999999999999996, 0
94, 1.9380324958167443, 0.10114238314362567, 3.9999999999999996, 0
98, 1.9380324958167443, 0.10114238314362567, 3.9999999999999996, 0
101, 1.9379599097821374, 0.09435774279324607, 3.9999999999999996, 0
105, 1.9379599097821374, 0.09435774279324607, 3.9999999999999996, 0
109, 1.9379599097821374, 0.09435774279324607, 3.9999999999999996, 0
113, 1.9379599097821374, 0.09435774279324607, 3.9999999999999996, 0
117, 1.9379599097821374, 0.09435774279324607, 3.9999999999999996, 0
121, 1.9379599097821374, 0.09435774279324607, 3.9999999999999996, 0
125, 1.9379599097821374, 0.09435774279324607, 3.9999999999999996, 0
127, 1.937906095011833, 0.09421545481328099, 3.9999999999999996, 0
131, 1.937906095011833, 0.09421545481328099, 3.9999999999999996, 0
135, 1.937906095011833, 0.09421545481328099, 3.9999999999999996, 0
139, 1.937906095011833, 0.09421545481328099, 3.9999999999999996, 0
143, 1.937906095011833, 0.09421545481328099, 3.9999999999999996, 0
144, 1.9378993761287853, 0.094222896576123, 3.9999999999999996, 0
148, 1.9378993761287853, 0.094222896576123, 3.9999999999999996, 0
152, 1.9378993761287853, 0.094222896576123, 3.9999999999999996, 0
153, 1.9378768140637679, 0.09424627379992052, 3.9999999999999996, 0
157, 1.9378768140637679, 0.09424627379992052, 3.9999999999999996, 0
161, 1.9378768140637679, 0.09424627379992052, 3.9999999999999996, 0
163, 1.9378766221862924, 0.09423458515438621, 3.9999999999999996, 0
167, 1.9378766221862924, 0.09423458515438621, 3.9999999999999996, 0
168, 1.937872824410782, 0.094232444676987, 3.9999999999999996, 0
172, 1.937872824410782, 0.094232444676987, 3.9999999999999996, 0
176, 1.937872824410782, 0.094232444676987, 3.9999999999999996, 0
177, 1.9378716880040958, 0.09422659988786489, 3.9999999999999996, 0
181, 1.9378716880040958, 0.09422659988786489, 3.9999999999999996, 0
185, 1.9378710738880929, 0.0942255995695916, 3.9999999999999996, 0
189, 1.9378710738880929, 0.0942255995695916, 3.9999999999999996, 0
190, 1.9378708729406022, 0.09421975455630108, 3.9999999999999996, 0
194, 1.9378708729406022, 0.09421975455630108, 3.9999999999999996, 0
195, 1.937869485694577, 0.09421880082288521, 3.9999999999999996, 0
199, 1.937869485694577, 0.09421880082288521, 3.9999999999999996, 0
203, 1.937869485694577, 0.09421880082288521, 3.9999999999999996, 0
206, 1.9378691236445396, 0.09421587820377804, 3.9999999999999996, 0
210, 1.9378691236445396, 0.09421587820377804, 3.9999999999999996, 0
214, 1.9378687523444136, 0.09421541884850425, 3.9999999999999996, 0
218, 1.9378687523444136, 0.09421541884850425, 3.9999999999999996, 0
221, 1.937868624034639, 0.09421249617478605, 3.9999999999999996, 0
225, 1.9378685312373092, 0.09421161251045164, 3.9999999999999996, 0
229, 1.9378685312373092, 0.09421161251045164, 3.9999999999999996, 0
231, 1.9378677450757025, 0.09420576694293682, 3.9999999999999996, 0
235, 1.9378677450757025, 0.09420576694293682, 3.9999999999999996, 0
236, 1.9378668778346755, 0.09420492996258958, 3.9999999999999996, 0
240, 1.9378668778346755, 0.09420492996258958, 3.9999999999999996, 0
244, 1.9378668778346755, 0.09420492996258958, 3.9999999999999996, 0
245, 1.9378662227341206, 0.09420200707044944, 3.9999999999999996, 0
249, 1.9378662227341206, 0.09420200707044944, 3.9999999999999996, 0
250, 1.937866111985697, 0.09420160612778745, 3.9999999999999996, 0
254, 1.937866111985697, 0.09420160612778745, 3.9999999999999996, 0
257, 1.9378656910243117, 0.09419868318308698, 3.9999999999999996, 0
261, 1.9378656910243117, 0.09419868318308698, 3.9999999999999996, 0
265, 1.9378653866371915, 0.09419829392629153, 3.9999999999999996, 0
269, 1.9378653866371915, 0.09419829392629153, 3.9999999999999996, 0
273, 1.9378651994895093, 0.09419537092937053, 3.9999999999999996, 0
277, 1.9378651994895093, 0.09419537092937053, 3.9999999999999996, 0
278, 1.9378647017383979, 0.094194993363499, 3.9999999999999996, 0
282, 1.9378647017383979, 0.094194993363499, 3.9999999999999996, 0
286, 1.9378647017383979, 0.094194993363499, 3.9999999999999996, 0
288, 1.937864542568374, 0.09419353183865534, 3.9999999999999996, 0
291, 1.9378644653245076, 0.09419316599630342, 3.9999999999999996, 0
295, 1.9378644653245076, 0.09419316599630342, 3.9999999999999996, 0
299, 1.9378640149031507, 0.09419024289432858, 3.9999999999999996, 0
