evals, mean, best, worst, success num
1, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
2, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
3, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
4, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
5, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
6, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
7, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
8, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
9, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
10, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
11, 1.2222836724853234, 0.017664761899472695, 2.321937729526188, 1
12, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
13, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
14, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
15, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
16, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
17, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
18, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
19, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
20, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
21, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
22, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
23, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
24, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
25, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
26, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
27, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
28, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
29, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
30, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
31, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
32, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
33, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
34, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
35, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
36, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
37, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
38, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
39, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
40, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
41, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
42, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
43, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
44, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
45, 0.17765085428664887, 0.08964882063250822, 0.2468700341099569, 0
46, 0.14991456890746527, 0.03415922844911161, 0.48644501324062195, 3
47, 0.14991456890746527, 0.03415922844911161, 0.48644501324062195, 3
48, 0.14991456890746527, 0.03415922844911161, 0.48644501324062195, 3
49, 0.14991456890746527, 0.03415922844911161, 0.48644501324062195, 3
