evals, dtw
51, 0.4678854045531071
52, 0.4678854045531071
54, 0.4678854045531071
55, 0.4678854045531071
56, 0.4678854045531071
57, 0.4678854045531071
59, 0.4678854045531071
60, 0.4678854045531071
61, 0.4678854045531071
62, 0.4678854045531071
64, 0.4678854045531071
65, 0.4678854045531071
67, 0.4678854045531071
68, 0.4678854045531071
69, 0.4678854045531071
71, 0.4678854045531071
72, 0.4678854045531071
73, 0.4678854045531071
74, 0.4678854045531071
75, 0.4678854045531071
76, 0.4678854045531071
77, 0.4678854045531071
78, 0.4678854045531071
79, 0.4678854045531071
81, 0.4678854045531071
82, 0.4678854045531071
83, 0.4678854045531071
84, 0.4678854045531071
86, 0.4678854045531071
87, 0.4678854045531071
88, 0.4678854045531071
89, 0.4678854045531071
90, 0.4678854045531071
91, 0.4678854045531071
92, 0.4678854045531071
93, 0.4678854045531071
94, 0.4678854045531071
96, 0.4678854045531071
97, 0.4678854045531071
98, 0.4678854045531071
99, 0.4678854045531071
100, 0.4678854045531071
101, 0.4678854045531071
102, 0.4678854045531071
103, 0.4678854045531071
104, 0.4678854045531071
105, 0.4678854045531071
107, 0.4678854045531071
109, 0.4678854045531071
110, 0.4678854045531071
112, 0.4678854045531071
114, 0.4678854045531071
115, 0.4678854045531071
116, 0.4678854045531071
117, 0.4678854045531071
118, 0.4678854045531071
119, 0.4678854045531071
120, 0.4678854045531071
121, 0.4678854045531071
122, 0.4678854045531071
123, 0.0055551830228185856
125, 0.0055551830228185856
126, 0.0055551830228185856
127, 0.0055551830228185856
128, 0.0055551830228185856
129, 0.0055551830228185856
130, 0.0055551830228185856
131, 0.0055551830228185856
132, 0.0055551830228185856
133, 0.0055551830228185856
134, 0.0055551830228185856
135, 0.0055551830228185856
136, 0.0055551830228185856
137, 0.0055551830228185856
138, 0.0055551830228185856
139, 0.0055551830228185856
140, 0.0055551830228185856
141, 0.0055551830228185856
142, 0.0055551830228185856
143, 0.0055551830228185856
144, 0.0055551830228185856
145, 0.0055551830228185856
147, 0.0055551830228185856
148, 0.0055551830228185856
149, 0.0055551830228185856
150, 0.0055551830228185856
151, 0.0055551830228185856
